device_id,timestamp,spindle_current,spindle_power,feed_velocity,machining_process,tool_condition
2,2025-01-01 09:46:00,20.4833,0.1771,6.6384,Layer 3 Up,1
2,2025-01-01 09:47:00,14.9435,0.1746,13.4936,Layer 1 Down,1
2,2025-01-01 09:48:00,17.0767,0.2384,13.4528,Layer 2 Up,1
2,2025-01-01 09:49:00,34.1367,0.2974,15.2506,Layer 1 Down,1
2,2025-01-01 09:50:00,29.0717,0.3358,16.4546,Layer 3 Up,1
2,2025-01-01 09:52:00,30.4576,0.2555,18.8683,Layer 2 Down,1
2,2025-01-01 09:54:00,20.5816,0.2338,19.5675,Layer 1 Up,1
2,2025-01-01 09:55:00,14.0834,0.2501,15.537,Layer 2 Up,1
2,2025-01-01 09:56:00,24.1638,0.2278,6.7357,Layer 2 Down,1
2,2025-01-01 09:57:00,29.7153,0.3147,14.6031,Layer 1 Up,1
2,2025-01-01 09:58:00,24.7466,0.3197,13.0585,Layer 2 Down,1
2,2025-01-01 09:59:00,25.043,0.2355,15.5775,Layer 1 Up,1
3,2025-01-01 08:00:00,21.4406,0.2804,5.7165,Layer 1 Up,1
3,2025-01-01 08:01:00,32.1128,0.1771,12.6772,Layer 3 Up,1
3,2025-01-01 08:02:00,8.0894,0.1754,22.7382,Layer 1 Down,1
3,2025-01-01 08:03:00,16.1431,0.198,16.5756,Layer 1 Down,1
3,2025-01-01 08:04:00,38.3149,0.2233,10.512,Layer 2 Down,1
3,2025-01-01 08:05:00,26.2177,0.1399,12.7595,Layer 2 Down,1
3,2025-01-01 08:07:00,37.4207,0.1963,9.7781,Layer 1 Up,1
3,2025-01-01 08:09:00,33.4968,0.2069,14.6808,Layer 3 Up,1
3,2025-01-01 08:10:00,26.1412,0.2429,15.571,Layer 3 Up,1
3,2025-01-01 08:11:00,18.9981,0.2281,19.5784,Layer 2 Up,1
3,2025-01-01 08:12:00,33.3558,0.1681,22.3371,Layer 1 Down,1
3,2025-01-01 08:13:00,21.0335,0.2078,5.3754,Layer 3 Up,1
3,2025-01-01 08:14:00,34.0888,0.1819,3.8847,Layer 1 Up,1
3,2025-01-01 08:15:00,26.7114,0.1674,25.6938,Layer 1 Down,1
3,2025-01-01 08:16:00,23.4831,0.2558,15.4597,Layer 3 Up,1
3,2025-01-01 08:18:00,24.4089,0.2085,7.5406,Layer 2 Down,1
3,2025-01-01 08:19:00,33.6907,0.3156,8.9508,Layer 1 Down,1
3,2025-01-01 08:20:00,28.8184,0.1486,11.9269,Layer 2 Down,1
3,2025-01-01 08:21:00,38.3306,0.2461,10.8651,Layer 1 Up,1
3,2025-01-01 08:22:00,23.992,0.2926,17.9556,Layer 1 Up,1
3,2025-01-01 08:23:00,46.5616,0.2301,15.2987,Layer 3 Up,1
3,2025-01-01 08:24:00,35.2562,0.2716,10.6562,Layer 1 Up,1
3,2025-01-01 08:25:00,29.5871,0.2657,12.3427,Layer 2 Down,1
3,2025-01-01 08:26:00,41.6146,0.3128,14.322,Layer 1 Up,1
3,2025-01-01 08:27:00,18.126,0.1769,16.4259,Layer 2 Up,1
3,2025-01-01 08:28:00,39.735,0.3123,15.514,Layer 1 Down,1
3,2025-01-01 08:29:00,17.1635,0.2425,10.8211,Layer 1 Up,1
3,2025-01-01 08:31:00,37.7706,0.2611,4.0108,Layer 1 Down,1
3,2025-01-01 08:32:00,19.4258,0.2221,18.5679,Layer 2 Up,1
3,2025-01-01 08:33:00,27.3879,0.3155,5.1677,Layer 2 Down,1
3,2025-01-01 08:34:00,22.7141,0.2973,20.2329,Layer 3 Up,1
3,2025-01-01 08:35:00,32.458,0.1675,14.9514,Layer 2 Up,1
3,2025-01-01 08:36:00,25.5269,0.2413,11.4794,Layer 2 Up,1
3,2025-01-01 08:37:00,6.0975,0.2228,7.5546,Layer 2 Up,1
3,2025-01-01 08:38:00,31.634,0.131,19.1366,Layer 3 Up,1
3,2025-01-01 08:39:00,12.8828,0.1923,2.8566,Layer 3 Up,1
3,2025-01-01 08:40:00,30.9835,0.1153,11.1918,Layer 2 Down,1
3,2025-01-01 08:41:00,20.0579,0.2399,17.5678,Layer 2 Up,1
3,2025-01-01 08:42:00,40.6668,0.2316,15.4826,Layer 2 Down,1
3,2025-01-01 08:43:00,25.4087,0.2315,11.698,Layer 1 Up,1
3,2025-01-01 08:44:00,22.9323,0.2523,13.5922,Layer 1 Up,1
3,2025-01-01 08:45:00,27.1326,0.1466,12.3825,Layer 2 Up,1
3,2025-01-01 08:46:00,32.9257,0.2637,15.0649,Layer 2 Up,1
3,2025-01-01 08:47:00,7.4326,0.3849,8.9768,Layer 1 Up,1
3,2025-01-01 08:48:00,32.4757,0.2752,8.1329,Layer 1 Down,1
3,2025-01-01 08:49:00,31.2075,0.1696,18.6979,Layer 1 Up,1
3,2025-01-01 08:51:00,28.1329,0.3289,18.1473,Layer 2 Down,1
3,2025-01-01 08:52:00,31.518,0.275,19.2676,Layer 1 Down,1
3,2025-01-01 08:53:00,17.5459,0.3065,9.4743,Layer 2 Down,1
3,2025-01-01 08:55:00,31.8478,0.2948,16.1544,Layer 2 Up,1
3,2025-01-01 08:56:00,31.9973,0.28,7.1944,Layer 3 Up,1
3,2025-01-01 08:57:00,35.6565,0.2468,19.7812,Layer 1 Up,1
3,2025-01-01 08:58:00,25.8278,0.1983,13.4103,Layer 1 Down,1
3,2025-01-01 08:59:00,15.6616,0.11,8.9066,Layer 2 Up,1
3,2025-01-01 09:00:00,43.9674,0.1703,6.717,Layer 1 Down,1
3,2025-01-01 09:01:00,30.1387,0.1667,18.7807,Layer 2 Up,1
3,2025-01-01 09:02:00,43.7816,0.2676,11.7083,Layer 2 Up,1
3,2025-01-01 09:03:00,23.8993,0.2075,7.5487,Layer 2 Up,1
3,2025-01-01 09:04:00,13.1138,0.27,25.5312,Layer 2 Down,1
3,2025-01-01 09:06:00,32.3626,0.1634,11.929,Layer 2 Up,1
3,2025-01-01 09:07:00,19.7361,0.1496,18.1869,Layer 2 Up,1
3,2025-01-01 09:08:00,22.2673,0.2638,5.4799,Layer 2 Down,1
3,2025-01-01 09:09:00,22.4086,0.1135,12.6611,Layer 2 Down,1
3,2025-01-01 09:10:00,26.8496,0.215,6.6623,Layer 2 Down,1
3,2025-01-01 09:11:00,30.0466,0.1524,20.3195,Layer 2 Up,1
3,2025-01-01 09:13:00,40.5033,0.2317,11.9127,Layer 1 Down,1
3,2025-01-01 09:14:00,32.4537,0.1245,22.0803,Layer 3 Up,1
3,2025-01-01 09:15:00,25.6886,0.2538,17.0683,Layer 1 Down,1
3,2025-01-01 09:16:00,21.4335,0.191,19.5711,Layer 2 Down,1
3,2025-01-01 09:17:00,30.8366,0.1618,24.4459,Layer 1 Up,1
3,2025-01-01 09:18:00,16.0636,0.2467,15.4014,Layer 1 Down,1
3,2025-01-01 09:19:00,40.6876,0.3061,5.6477,Layer 2 Up,1
3,2025-01-01 09:21:00,32.5872,0.1623,6.1543,Layer 2 Down,1
3,2025-01-01 09:22:00,9.3107,0.2428,21.4744,Layer 1 Down,1
3,2025-01-01 09:23:00,17.434,0.166,10.3996,Layer 2 Up,1
3,2025-01-01 09:25:00,33.0681,0.3357,7.4694,Layer 2 Down,1
3,2025-01-01 09:26:00,16.1071,0.309,15.4275,Layer 2 Up,1
3,2025-01-01 09:27:00,29.4061,0.1678,8.379,Layer 2 Up,1
3,2025-01-01 09:28:00,34.7359,0.202,8.8129,Layer 3 Up,1
3,2025-01-01 09:29:00,41.5819,0.1358,10.6629,Layer 1 Up,1
3,2025-01-01 09:30:00,14.3704,0.2815,14.041,Layer 2 Up,1
3,2025-01-01 09:31:00,20.95,0.2222,10.6951,Layer 3 Up,1
3,2025-01-01 09:32:00,32.0586,0.2512,18.1159,Layer 1 Up,1
3,2025-01-01 09:34:00,26.053,0.0985,15.8724,Layer 2 Up,1
3,2025-01-01 09:35:00,49.9992,0.1408,17.514,Layer 2 Up,1
3,2025-01-01 09:36:00,28.7545,0.2136,12.838,Layer 2 Up,1
3,2025-01-01 09:37:00,34.1262,0.2446,10.7968,Layer 2 Up,1
3,2025-01-01 09:38:00,26.0782,0.2409,8.8401,Layer 1 Down,1
3,2025-01-01 09:40:00,30.4176,0.2072,17.4213,Layer 2 Down,1
3,2025-01-01 09:41:00,21.9377,0.2405,0.7038,Layer 1 Up,1
3,2025-01-01 09:42:00,29.0814,0.1721,12.3976,Layer 1 Up,1
3,2025-01-01 09:43:00,33.5194,0.2119,4.3204,Layer 2 Up,1
3,2025-01-01 09:44:00,21.9765,0.1523,12.612,Layer 2 Down,1
3,2025-01-01 09:45:00,33.8429,0.1317,8.4998,Layer 1 Up,1
3,2025-01-01 09:46:00,32.6137,0.1959,20.7861,Layer 1 Up,1
3,2025-01-01 09:47:00,22.8053,0.184,11.4963,Layer 1 Up,1
3,2025-01-01 09:48:00,21.3742,0.1854,14.1845,Layer 2 Up,1
3,2025-01-01 09:49:00,13.0988,0.2634,15.8301,Layer 2 Up,1
3,2025-01-01 09:50:00,51.3286,0.1267,12.2086,Layer 1 Down,1
3,2025-01-01 09:51:00,40.5199,0.1897,17.7256,Layer 1 Up,1
3,2025-01-01 09:52:00,36.0638,0.1741,0.3772,Layer 1 Up,1
3,2025-01-01 09:53:00,37.0728,0.1609,13.8767,Layer 1 Down,1
3,2025-01-01 09:54:00,17.2555,0.2078,16.2289,Layer 1 Up,1
3,2025-01-01 09:55:00,8.8402,0.3323,7.3671,Layer 1 Down,1
3,2025-01-01 09:56:00,28.0409,0.1983,21.891,Layer 1 Down,1
3,2025-01-01 09:58:00,30.5127,0.1685,18.5319,Layer 2 Down,1
3,2025-01-01 09:59:00,12.4504,0.1843,12.8907,Layer 2 Down,1
4,2025-01-01 08:00:00,40.5455,0.3908,13.9083,Layer 1 Up,1
4,2025-01-01 08:01:00,19.9939,0.3024,22.3589,Layer 2 Down,1
4,2025-01-01 08:02:00,23.8749,0.3082,7.0126,Layer 1 Down,1
4,2025-01-01 08:03:00,17.812,0.3379,19.5373,Layer 1 Up,1
4,2025-01-01 08:04:00,39.3851,0.3402,18.7285,Layer 2 Down,1
4,2025-01-01 08:05:00,19.9601,0.2219,11.2359,Layer 1 Up,1
4,2025-01-01 08:06:00,40.81,0.3305,16.0277,Layer 1 Up,1
4,2025-01-01 08:07:00,49.1781,0.3844,22.7446,Layer 3 Up,1
4,2025-01-01 08:09:00,19.136,0.2614,7.3417,Layer 2 Up,1
4,2025-01-01 08:11:00,24.76,0.2167,18.3132,Layer 3 Up,1
4,2025-01-01 08:12:00,25.8569,0.3141,12.5048,Layer 3 Up,1
4,2025-01-01 08:13:00,43.6016,0.3504,17.4205,Layer 2 Down,1
4,2025-01-01 08:14:00,29.3383,0.2193,15.7467,Layer 3 Up,1
4,2025-01-01 08:15:00,21.0145,0.2989,6.2886,Layer 3 Up,1
4,2025-01-01 08:16:00,30.6164,0.3992,14.952,Layer 1 Down,1
4,2025-01-01 08:18:00,40.4256,0.3375,13.056,Layer 1 Up,1
4,2025-01-01 08:20:00,25.4379,0.2461,10.8456,Layer 2 Up,1
4,2025-01-01 08:21:00,33.4139,0.3403,20.9808,Layer 1 Up,1
4,2025-01-01 08:22:00,39.4944,0.2605,13.0781,Layer 3 Up,1
4,2025-01-01 08:23:00,27.675,0.2101,8.2167,Layer 1 Up,1
4,2025-01-01 08:25:00,23.5317,0.1952,21.0342,Layer 2 Up,1
4,2025-01-01 08:26:00,12.2715,0.3729,10.9889,Layer 2 Down,1
4,2025-01-01 08:27:00,53.1101,0.3047,10.3085,Layer 2 Down,1
4,2025-01-01 08:28:00,48.1431,0.3696,18.8685,Layer 1 Down,1
4,2025-01-01 08:29:00,33.4534,0.2967,20.3103,Layer 1 Up,1
4,2025-01-01 08:30:00,25.8263,0.2699,17.2302,Layer 3 Up,1
4,2025-01-01 08:31:00,37.0811,0.1307,17.7529,Layer 1 Up,1
4,2025-01-01 08:32:00,20.3599,0.1851,13.3348,Layer 2 Down,1
4,2025-01-01 08:33:00,26.3106,0.3085,16.632,Layer 2 Up,1
4,2025-01-01 08:34:00,39.7384,0.332,12.6158,Layer 3 Up,1
4,2025-01-01 08:35:00,17.9337,0.369,4.0614,Layer 2 Down,1
4,2025-01-01 08:36:00,22.6396,0.2299,14.4527,Layer 1 Down,1
4,2025-01-01 08:37:00,9.8437,0.3591,12.7735,Layer 3 Up,1
4,2025-01-01 08:38:00,32.6641,0.2651,7.8986,Layer 1 Up,1
